amendment_indicator,amendment_indicator_desc,back_reference_schedule_id,back_reference_transaction_id,beneficiary_committee_name,candidate_first_name,candidate_id,candidate_last_name,candidate_middle_name,candidate_name,candidate_office,candidate_office_description,candidate_office_district,candidate_office_state,candidate_office_state_full,candidate_prefix,candidate_suffix,category_code,category_code_full,comm_dt,committee,committee_id,conduit_committee_city,conduit_committee_name,conduit_committee_state,conduit_committee_street1,conduit_committee_street2,conduit_committee_zip,disbursement_amount,disbursement_date,disbursement_description,disbursement_purpose_category,disbursement_type,disbursement_type_description,election_type,election_type_full,entity_type,entity_type_desc,fec_election_type_desc,fec_election_year,file_number,filing_form,image_number,line_number,line_number_label,link_id,load_date,memo_code,memo_code_full,memo_text,memoed_subtotal,national_committee_nonfederal_account,original_sub_id,payee_employer,payee_first_name,payee_last_name,payee_middle_name,payee_occupation,payee_prefix,payee_suffix,pdf_url,recipient_city,recipient_committee,recipient_committee_id,recipient_name,recipient_state,recipient_zip,ref_disp_excess_flg,report_type,report_year,schedule_type,schedule_type_full,semi_annual_bundled_refund,spender_committee_designation,spender_committee_org_type,spender_committee_type,sub_id,transaction_id,two_year_transaction_period,unused_recipient_committee_id
A,ADD,,,,,,,,,,,,,,,,,,,"{'affiliated_committee_name': 'RNS/RGA/RNLA/EISENHOWER CMTE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00003418', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 2006, 'cycles': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '1975-09-19', 'first_file_date': '1975-05-10', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-04-13', 'last_file_date': '2023-10-20', 'name': 'REPUBLICAN NATIONAL COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '310 FIRST STREET SE', 'street_2': None, 'treasurer_name': 'Bob Kjellander', 'zip': '20003'}",C00003418,,,,,,,50.0,,DONATION,OTHER,,,,,ORG,ORGANIZATION,,,258467,F3X,26940589092,29,Other Disbursements,4110720061071872727,2017-06-01T16:18:11.595379,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?26940589092,NEW YORK,,,THE MEMORIAL SLOANE KETTERING,NY,10087,,M9,2006,SB,ITEMIZED DISBURSEMENTS,,U,,Y,4110920061071977187,2006M09L29OD00002,2006,
A,ADD,,,,,,,,,,,,,,,,,,,"{'affiliated_committee_name': 'RNS/RGA/RNLA/EISENHOWER CMTE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00003418', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 2006, 'cycles': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '1975-09-19', 'first_file_date': '1975-05-10', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-04-13', 'last_file_date': '2023-10-20', 'name': 'REPUBLICAN NATIONAL COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '310 FIRST STREET SE', 'street_2': None, 'treasurer_name': 'Bob Kjellander', 'zip': '20003'}",C00003418,,,,,,,50.0,,DONATION,OTHER,,,,,ORG,ORGANIZATION,,,258467,F3X,26940589092,29,Other Disbursements,4110720061071872727,2017-06-01T16:18:11.595379,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?26940589092,CHICAGO,,,JACK LAUGHERY SCHOLARSHIP,IL,60678,,M9,2006,SB,ITEMIZED DISBURSEMENTS,,U,,Y,4110920061071977186,2006M09L29OD00001,2006,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': [], 'city': 'Los Angeles', 'committee_id': 'C00095059', 'committee_type': 'Q', 'committee_type_full': 'PAC - Qualified', 'cycle': 2006, 'cycles': [1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022], 'cycles_has_activity': [1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022], 'cycles_has_financial': [1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '1978-05-05', 'first_file_date': '1978-05-05', 'is_active': True, 'last_cycle_has_activity': 2022, 'last_cycle_has_financial': 2020, 'last_f1_date': '2009-03-31', 'last_file_date': '2021-01-29', 'name': 'L A PAC', 'organization_type': None, 'organization_type_full': None, 'party': 'NNE', 'party_full': 'NONE', 'state': 'CA', 'state_full': 'California', 'street_1': '6380 Wilshire Blvd. #1612', 'street_2': '.', 'treasurer_name': 'Levin, Irwin', 'zip': '90048'}",C00095059,,,,,,,29.56,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,247347,F3X,26940509762,21B,Other Federal Operating Expenditures,4102220061070590819,2017-06-01T16:18:11.595379,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?26940509762,LOS ANGELES,,,UNITEMIZED DISBURSEMENTS,CA,90048,,M10,2006,SB,ITEMIZED DISBURSEMENTS,,U,,Q,4110320061071720818,B21(B)09/30/2006,2006,
N,NO CHANGE,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['H2CA38062'], 'city': 'Los Angeles', 'committee_id': 'C00259374', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2006, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '1992-01-30', 'first_file_date': '1992-01-30', 'is_active': True, 'last_cycle_has_activity': 2016, 'last_cycle_has_financial': 2014, 'last_f1_date': '2012-02-09', 'last_file_date': '2015-02-11', 'name': 'MATHEWS FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '555 S. Flower St. Ste.4210', 'street_2': 'STE 1500', 'treasurer_name': 'Gould, David L.', 'zip': '90071'}",C00259374,,,,,,,270.55,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,245527,F3,26960544442,17,Operating Expenditures,4101820061070286680,2017-06-01T16:18:11.595379,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?26960544442,LOS ANGELES,,,UNITEMIZED DISBURSEMENTS,CA,90071,,12P,2006,SB,ITEMIZED DISBURSEMENTS,,P,,H,4110220061071628450,B1705/17/2006,2006,
N,NO CHANGE,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['H0CA45012'], 'city': 'LA MESA', 'committee_id': 'C00242446', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2004, 'cycles': [1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006], 'cycles_has_activity': [1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006], 'cycles_has_financial': [1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '1990-02-26', 'first_file_date': '1990-02-26', 'is_active': True, 'last_cycle_has_activity': 2006, 'last_cycle_has_financial': 2006, 'last_f1_date': '2002-01-22', 'last_file_date': '2006-08-08', 'name': 'FRIENDS OF DUKE CUNNINGHAM', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '4710 FOURTH ST #100', 'street_2': None, 'treasurer_name': 'Batson, Kenneth', 'zip': '91941'}",C00242446,,,,,,,948.09,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,150209,F3,24962822643,17,Operating Expenditures,4110220041044891911,2017-06-01T15:55:24.581156,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?24962822643,LA MESA,,,UNITEMIZED DISBURSEMENTS,CA,91941,,Q3,2004,SB,ITEMIZED DISBURSEMENTS,,P,,H,4110220041044927002,B1709/30/2004,2004,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': 'BOB MATSUI FOR CONGRESS COMMITTEE', 'candidate_ids': ['H8CA03014'], 'city': 'Los Angeles', 'committee_id': 'C00386409', 'committee_type': 'N', 'committee_type_full': 'PAC - Nonqualified', 'cycle': 2004, 'cycles': [2004, 2006], 'cycles_has_activity': [2004, 2006], 'cycles_has_financial': [2004, 2006], 'designation': 'J', 'designation_full': 'Joint fundraising committee', 'filing_frequency': 'Q', 'first_f1_date': '2003-04-21', 'first_file_date': '2003-04-21', 'is_active': True, 'last_cycle_has_activity': 2006, 'last_cycle_has_financial': 2006, 'last_f1_date': '2004-09-15', 'last_file_date': '2005-04-27', 'name': 'SACRAMENTO VICTORY 2004', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '6380 Wilshire Blvd. #1612', 'street_2': None, 'treasurer_name': 'Murphy, David K.', 'zip': '90048'}",C00386409,,,,,,,15.0,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,147404,F3X,24962710646,21B,Other Federal Operating Expenditures,4102520041044151400,2017-06-01T15:55:24.581156,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?24962710646,LOS ANGELES,,,UNITEMIZED DISBURSEMENTS,CA,90048,,12G,2004,SB,ITEMIZED DISBURSEMENTS,,J,,N,4110120041044886832,B21(B)10/13/2004,2004,
N,NO CHANGE,,,,,,,,,,,,,,,,,,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': ['P40002214'], 'city': 'Burlington', 'committee_id': 'C00378125', 'committee_type': 'P', 'committee_type_full': 'Presidential', 'cycle': 2004, 'cycles': [2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020], 'cycles_has_activity': [2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020], 'cycles_has_financial': [2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'M', 'first_f1_date': '2002-05-31', 'first_file_date': '2002-05-31', 'is_active': True, 'last_cycle_has_activity': 2020, 'last_cycle_has_financial': 2020, 'last_f1_date': '2013-01-31', 'last_file_date': '2019-07-11', 'name': 'DEAN FOR AMERICA', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'VT', 'state_full': 'Vermont', 'street_1': 'PO Box 1228', 'street_2': None, 'treasurer_name': 'Don Beyer', 'zip': '05402'}",C00378125,,,,,,,1371.31,,UNITEMIZED DISBURSEMENTS,OTHER,,,P2004,,,,PRIMARY,2004,98994,F3P,23992226447,23,Operating Expenditures,4103020031036082689,2017-06-01T15:55:24.581156,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?23992226447,,,,UNITEMIZED DISBURSEMENTS,,,,Q1,2003,SB,ITEMIZED DISBURSEMENTS,,P,,P,4103120031036142557,2003Q1_UD,2004,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['H6CA07043'], 'city': 'Concord', 'committee_id': 'C00026757', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2006, 'cycles': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018], 'cycles_has_activity': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018], 'cycles_has_financial': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '1978-04-26', 'first_file_date': '1976-03-18', 'is_active': True, 'last_cycle_has_activity': 2018, 'last_cycle_has_financial': 2018, 'last_f1_date': '2016-07-22', 'last_file_date': '2018-10-17', 'name': 'FRIENDS OF CONGRESSMAN GEORGE MILLER', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': 'P.O. Box 5864', 'street_2': None, 'treasurer_name': 'Miller, Russell  H. Mr. Esq.', 'zip': '94524'}",C00026757,,,,,,,25.35,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,251723,F3,26940542596,17,Operating Expenditures,4102620061070877371,2017-06-01T16:18:11.595379,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?26940542596,CONCORD,,,UNITEMIZED DISBURSEMENTS,CA,94524,,12G,2006,SB,ITEMIZED DISBURSEMENTS,,P,,H,4102720061071117157,B1710/18/2006,2006,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': [], 'city': 'Los Angeles', 'committee_id': 'C00248948', 'committee_type': 'Q', 'committee_type_full': 'PAC - Qualified', 'cycle': 2006, 'cycles': [1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1990-10-18', 'first_file_date': '1990-10-18', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-03-14', 'last_file_date': '2023-08-21', 'name': 'PEOPLE HELPING PEOPLE', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'CA', 'state_full': 'California', 'street_1': '555 So.Flower St. Suite 4210', 'street_2': None, 'treasurer_name': 'Gould, David', 'zip': '90071'}",C00248948,,,,,,,13.01,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,245651,F3X,26940490407,21B,Other Federal Operating Expenditures,4101920061070376647,2017-06-01T16:18:11.595379,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?26940490407,LOS ANGELES,,,UNITEMIZED DISBURSEMENTS,CA,90071,,12G,2006,SB,ITEMIZED DISBURSEMENTS,,U,,Q,4102720061071110942,B21(B)10/18/2006,2006,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': [], 'city': 'San Jose', 'committee_id': 'C00217489', 'committee_type': 'Q', 'committee_type_full': 'PAC - Qualified', 'cycle': 2004, 'cycles': [1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008], 'cycles_has_activity': [1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008], 'cycles_has_financial': [1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1986-05-22', 'first_file_date': '1986-05-22', 'is_active': True, 'last_cycle_has_activity': 2008, 'last_cycle_has_financial': 2008, 'last_f1_date': '2007-01-11', 'last_file_date': '2007-07-10', 'name': 'BAY AREA MUNICIPAL ELECTIONS COMMITTEE - FEDERAL', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'CA', 'state_full': 'California', 'street_1': '123 E. San Carlos Street PMB 411', 'street_2': None, 'treasurer_name': 'Zappe, Sabine A. Ms', 'zip': '95112'}",C00217489,,,,,,,101.97,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,147232,F3X,24962707173,21B,Other Federal Operating Expenditures,4102420041044097897,2017-06-01T15:55:24.581156,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?24962707173,SAN JOSE,,,UNITEMIZED DISBURSEMENTS,CA,95113,,12G,2004,SB,ITEMIZED DISBURSEMENTS,,U,M,Q,4102420041044137281,B21(B)10/13/2004,2004,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['H4CA51053'], 'city': 'SAN DIEGO', 'committee_id': 'C00391516', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2004, 'cycles': [2004, 2006], 'cycles_has_activity': [2004, 2006], 'cycles_has_financial': [2004, 2006], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2003-10-14', 'first_file_date': '2003-10-14', 'is_active': True, 'last_cycle_has_activity': 2006, 'last_cycle_has_financial': 2006, 'last_f1_date': '2003-10-14', 'last_file_date': '2005-07-26', 'name': 'GIORGINO FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '7185 NAVAJO ROAD SUITE L', 'street_2': None, 'treasurer_name': 'C APRIL BOLING CPA', 'zip': '92119'}",C00391516,,,,,,,136.47,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,145639,F3,24981417876,17,Operating Expenditures,4102120041043824494,2017-06-01T15:55:24.581156,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?24981417876,SAN DIEGO,,,UNITEMIZED DISBURSEMENTS,CA,92119,,12G,2004,SB,ITEMIZED DISBURSEMENTS,,P,,H,4102420041044134876,B1710/13/2004,2004,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': [], 'city': 'SACRAMENTO', 'committee_id': 'C00198861', 'committee_type': 'Q', 'committee_type_full': 'PAC - Qualified', 'cycle': 2006, 'cycles': [1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1985-11-04', 'first_file_date': '1985-11-04', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2020-12-17', 'last_file_date': '2023-07-12', 'name': 'WEST LOS ANGELES HEALTH POLITICAL ACTION COMMITTEE', 'organization_type': 'M', 'organization_type_full': 'Membership Organization', 'party': None, 'party_full': None, 'state': 'CA', 'state_full': 'California', 'street_1': '1127-11TH STREET SUITE 300', 'street_2': None, 'treasurer_name': 'J RICHARD EICHMAN', 'zip': '95814'}",C00198861,,,,,,,10.0,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,244017,F3X,26960511209,21B,Other Federal Operating Expenditures,4101520061070102455,2017-06-01T16:18:11.595379,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?26960511209,CULVER CITY,,,UNITEMIZED DISBURSEMENTS,CA,90230,,Q3,2006,SB,ITEMIZED DISBURSEMENTS,,U,M,Q,4102320061070694144,B21(B)09/30/2006,2006,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['H0CA45012'], 'city': 'LA MESA', 'committee_id': 'C00242446', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2004, 'cycles': [1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006], 'cycles_has_activity': [1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006], 'cycles_has_financial': [1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '1990-02-26', 'first_file_date': '1990-02-26', 'is_active': True, 'last_cycle_has_activity': 2006, 'last_cycle_has_financial': 2006, 'last_f1_date': '2002-01-22', 'last_file_date': '2006-08-08', 'name': 'FRIENDS OF DUKE CUNNINGHAM', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '4710 FOURTH ST #100', 'street_2': None, 'treasurer_name': 'Batson, Kenneth', 'zip': '91941'}",C00242446,,,,,,,254.91,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,142775,F3,24971762448,17,Operating Expenditures,4101920041043721827,2017-06-01T15:55:24.581156,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?24971762448,LA MESA,,,UNITEMIZED DISBURSEMENTS,CA,91941,,12G,2004,SB,ITEMIZED DISBURSEMENTS,,P,,H,4102320041044071272,B1710/13/2004,2004,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['H8CA41063'], 'city': 'DIAMOND BAR', 'committee_id': 'C00331496', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2004, 'cycles': [1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '1997-11-25', 'first_file_date': '1997-11-25', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2022, 'last_f1_date': '2013-10-18', 'last_file_date': '2023-07-19', 'name': 'GARY MILLER FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '721 S BREA CANYON ROAD SUITE 7', 'street_2': None, 'treasurer_name': 'CATHLEEN MILLER', 'zip': '91789'}",C00331496,,,,,,,140.0,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,142367,F3,24962558505,17,Operating Expenditures,4101820041043604622,2017-06-01T15:55:24.581156,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?24962558505,DIAMOND BAR,,,UNITEMIZED DISBURSEMENTS,CA,91789,,12G,2004,SB,ITEMIZED DISBURSEMENTS,,P,,H,4102320041044070986,B1710/13/2004,2004,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': [], 'city': 'Burlingame', 'committee_id': 'C00371633', 'committee_type': 'Q', 'committee_type_full': 'PAC - Qualified', 'cycle': 2004, 'cycles': [2002, 2004, 2006, 2008, 2010], 'cycles_has_activity': [2002, 2004, 2006, 2008, 2010], 'cycles_has_financial': [2002, 2004, 2006, 2008, 2010], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2001-12-20', 'first_file_date': '2001-12-20', 'is_active': True, 'last_cycle_has_activity': 2010, 'last_cycle_has_financial': 2010, 'last_f1_date': '2009-03-29', 'last_file_date': '2009-07-29', 'name': 'DEMOCRATS FOR THE FUTURE', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'CA', 'state_full': 'California', 'street_1': '20 Park Road', 'street_2': 'Suite E', 'treasurer_name': 'Miller, Russell H.', 'zip': '94010'}",C00371633,,,,,,,5.0,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,141630,F3X,24962549742,21B,Other Federal Operating Expenditures,4101720041043430115,2017-06-01T15:55:24.581156,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?24962549742,BURLINGAME,,,UNITEMIZED DISBURSEMENTS,CA,94010,,12G,2004,SB,ITEMIZED DISBURSEMENTS,,U,,Q,4102320041044067541,B21(B)10/13/2004,2004,
